---------- Consulta 1 ----------
{'load_database': ['Airports']}
generator
Aeropuerto(id='00A', nombre='heliport', latitud=40.07080078125, longitud=-74.93360137939453, iso='US')
Aeropuerto(id='25XA', nombre='small_airport', latitud=30.098869, longitud=-98.704617, iso='US')
Aeropuerto(id='25XS', nombre='small_airport', latitud=32.48649978637695, longitud=-96.84639739990234, iso='US')
Aeropuerto(id='25Y', nombre='small_airport', latitud=46.502201080322266, longitud=-95.3375015258789, iso='US')
Aeropuerto(id='26AL', nombre='small_airport', latitud=30.62420082092285, longitud=-88.27860260009766, iso='US')
Aeropuerto(id='26AR', nombre='small_airport', latitud=35.2154998779, longitud=-91.807800293, iso='US')
Aeropuerto(id='26AZ', nombre='small_airport', latitud=34.012001037597656, longitud=-113.2030029296875, iso='US')
Aeropuerto(id='26CA', nombre='small_airport', latitud=38.42689895629883, longitud=-121.1719970703125, iso='US')
Aeropuerto(id='26CL', nombre='heliport', latitud=34.16859817504883, longitud=-118.59500122070312, iso='US')
Aeropuerto(id='26CN', nombre='heliport', latitud=34.4867676243, longitud=-118.115912676, iso='US')
Aeropuerto(id='26CO', nombre='closed', latitud=38.983898, longitud=-104.801003, iso='US')
Aeropuerto(id='26FA', nombre='heliport', latitud=28.568300247192383, longitud=-81.43399810791016, iso='US')
Aeropuerto(id='26FD', nombre='small_airport', latitud=27.05120086669922, longitud=-81.84809875488281, iso='US')
Aeropuerto(id='26FL', nombre='heliport', latitud=27.259106, longitud=-80.829104, iso='US')
Aeropuerto(id='26GA', nombre='small_airport', latitud=33.33620071411133, longitud=-84.91380310058594, iso='US')
Aeropuerto(id='26ID', nombre='small_airport', latitud=48.363889, longitud=-116.403611, iso='US')
Aeropuerto(id='26II', nombre='heliport', latitud=40.86869812011719, longitud=-85.49530029296875, iso='US')
Aeropuerto(id='26IL', nombre='small_airport', latitud=42.11970138549805, longitud=-89.37339782714844, iso='US')
Aeropuerto(id='26IN', nombre='closed', latitud=39.823399, longitud=-85.591904, iso='US')
Aeropuerto(id='26IS', nombre='small_airport', latitud=40.766700744628906, longitud=-88.50559997558594, iso='US')
Aeropuerto(id='26JY', nombre='heliport', latitud=39.738444, longitud=-74.910556, iso='US')
Aeropuerto(id='26KS', nombre='heliport', latitud=37.27840042114258, longitud=-97.3936996459961, iso='US')
Aeropuerto(id='26KY', nombre='heliport', latitud=38.24760055541992, longitud=-85.74330139160156, iso='US')
Aeropuerto(id='26LA', nombre='heliport', latitud=30.146699905400002, longitud=-91.94419860839999, iso='US')
Aeropuerto(id='26LL', nombre='small_airport', latitud=42.009498596191406, longitud=-88.71759796142578, iso='US')
Aeropuerto(id='26LS', nombre='heliport', latitud=29.797199249267578, longitud=-92.14330291748047, iso='US')
Aeropuerto(id='26MA', nombre='small_airport', latitud=42.69620132446289, longitud=-71.55010223388672, iso='US')
Aeropuerto(id='26MI', nombre='small_airport', latitud=42.92390060424805, longitud=-85.37809753417969, iso='US')
Aeropuerto(id='26MN', nombre='small_airport', latitud=47.33000183105469, longitud=-96.78369903564453, iso='US')
Aeropuerto(id='26MO', nombre='small_airport', latitud=36.613399505615234, longitud=-92.78459930419922, iso='US')
Aeropuerto(id='26MT', nombre='small_airport', latitud=48.835601806640625, longitud=-110.44200134277344, iso='US')
Aeropuerto(id='26N', nombre='small_airport', latitud=39.26350021362305, longitud=-74.60749816894531, iso='US')
Aeropuerto(id='26NC', nombre='small_airport', latitud=36.222900390625, longitud=-80.7155990600586, iso='US')
Aeropuerto(id='26ND', nombre='small_airport', latitud=47.709702, longitud=-103.643997, iso='US')
Aeropuerto(id='26NH', nombre='heliport', latitud=43.667833, longitud=-72.202722, iso='US')
Aeropuerto(id='26NJ', nombre='heliport', latitud=39.0877608062, longitud=-74.8167014122, iso='US')
Aeropuerto(id='26NK', nombre='heliport', latitud=41.421944, longitud=-74.2475, iso='US')
Aeropuerto(id='26NV', nombre='small_airport', latitud=39.453426222299996, longitud=-118.866330385, iso='US')
Aeropuerto(id='26NY', nombre='heliport', latitud=40.92509841918945, longitud=-73.30619812011719, iso='US')
Aeropuerto(id='26OG', nombre='small_airport', latitud=42.463021, longitud=-122.734744, iso='US')
Aeropuerto(id='26OH', nombre='closed', latitud=40.875301, longitud=-81.295097, iso='US')
Aeropuerto(id='26OK', nombre='small_airport', latitud=35.882198, longitud=-96.004402, iso='US')
Aeropuerto(id='26OR', nombre='closed', latitud=45.437901, longitud=-122.527868, iso='US')
Aeropuerto(id='26PA', nombre='heliport', latitud=40.43980026245117, longitud=-75.83709716796875, iso='US')
Aeropuerto(id='26PN', nombre='heliport', latitud=40.216800689697266, longitud=-75.27880096435547, iso='US')
Aeropuerto(id='26SD', nombre='heliport', latitud=44.02750015258789, longitud=-103.28700256347656, iso='US')
Aeropuerto(id='26TA', nombre='heliport', latitud=29.803300857543945, longitud=-95.00379943847656, iso='US')
Aeropuerto(id='26TE', nombre='heliport', latitud=29.86829948425293, longitud=-95.40850067138672, iso='US')
Aeropuerto(id='26TS', nombre='heliport', latitud=30.176000595092773, longitud=-95.45659637451172, iso='US')
Aeropuerto(id='26TX', nombre='small_airport', latitud=33.764801025390625, longitud=-100.01799774169922, iso='US')
Aeropuerto(id='26VA', nombre='heliport', latitud=38.85319900512695, longitud=-77.37300109863281, iso='US')
Aeropuerto(id='26VT', nombre='heliport', latitud=42.843897, longitud=-72.567033, iso='US')
Aeropuerto(id='26W', nombre='small_airport', latitud=42.20970153808594, longitud=-84.23169708251953, iso='US')
Aeropuerto(id='26WA', nombre='heliport', latitud=48.11940002441406, longitud=-123.4000015258789, iso='US')
Aeropuerto(id='26WI', nombre='small_airport', latitud=45.699100494384766, longitud=-91.30349731445312, iso='US')
Aeropuerto(id='26XA', nombre='heliport', latitud=32.984444, longitud=-97.171667, iso='US')
Aeropuerto(id='26XS', nombre='small_airport', latitud=30.114099502563477, longitud=-98.4614028930664, iso='US')
Aeropuerto(id='27AK', nombre='heliport', latitud=70.34300231933594, longitud=-149.58900451660156, iso='US')
Aeropuerto(id='27AL', nombre='small_airport', latitud=32.45349884033203, longitud=-85.55819702148438, iso='US')
Aeropuerto(id='27AR', nombre='heliport', latitud=36.33890151977539, longitud=-94.19000244140625, iso='US')
Aeropuerto(id='27AZ', nombre='small_airport', latitud=33.919498443603516, longitud=-113.16699981689453, iso='US')
Aeropuerto(id='27C', nombre='small_airport', latitud=43.62919998168945, longitud=-85.26249694824219, iso='US')
Aeropuerto(id='27CA', nombre='small_airport', latitud=34.561100006103516, longitud=-117.08100128173828, iso='US')
Aeropuerto(id='27CL', nombre='small_airport', latitud=38.747100830078125, longitud=-121.572998046875, iso='US')
Aeropuerto(id='27CN', nombre='heliport', latitud=34.4385986328125, longitud=-118.5790023803711, iso='US')
Aeropuerto(id='27CO', nombre='small_airport', latitud=38.72600173950195, longitud=-108.12899780273438, iso='US')
Aeropuerto(id='27FA', nombre='heliport', latitud=28.50749969482422, longitud=-81.41339874267578, iso='US')
Aeropuerto(id='27FD', nombre='heliport', latitud=30.2721004486084, longitud=-85.52079772949219, iso='US')
Aeropuerto(id='27FL', nombre='heliport', latitud=28.19471, longitud=-82.350453, iso='US')
Aeropuerto(id='27GA', nombre='small_airport', latitud=33.65840148925781, longitud=-85.00990295410156, iso='US')
Aeropuerto(id='27IA', nombre='small_airport', latitud=40.75130081179999, longitud=-92.0307006836, iso='US')
Aeropuerto(id='27II', nombre='heliport', latitud=39.8650016784668, longitud=-85.997802734375, iso='US')
Aeropuerto(id='27IL', nombre='heliport', latitud=39.11000061035156, longitud=-90.34369659423828, iso='US')
Aeropuerto(id='27IN', nombre='heliport', latitud=39.90800094604492, longitud=-86.19349670410156, iso='US')
Aeropuerto(id='27IS', nombre='small_airport', latitud=38.14889907836914, longitud=-88.67030334472656, iso='US')
Aeropuerto(id='27JY', nombre='heliport', latitud=41.126178, longitud=-74.82275, iso='US')
Aeropuerto(id='27KS', nombre='small_airport', latitud=39.12889862060547, longitud=-101.71700286865234, iso='US')
Aeropuerto(id='27KY', nombre='closed', latitud=36.951099, longitud=-86.508102, iso='US')
Aeropuerto(id='27LA', nombre='heliport', latitud=30.44879913330078, longitud=-91.1531982421875, iso='US')
Aeropuerto(id='27LL', nombre='small_airport', latitud=38.375099182128906, longitud=-90.31929779052734, iso='US')
Aeropuerto(id='27LS', nombre='heliport', latitud=30.459199905395508, longitud=-91.17639923095703, iso='US')
Aeropuerto(id='27MA', nombre='seaplane_base', latitud=41.82059860229492, longitud=-71.11470031738281, iso='US')
Aeropuerto(id='27MD', nombre='small_airport', latitud=39.098332, longitud=-75.895029, iso='US')
Aeropuerto(id='27MI', nombre='small_airport', latitud=43.372798919677734, longitud=-83.48660278320312, iso='US')
Aeropuerto(id='27MN', nombre='small_airport', latitud=48.73749923706055, longitud=-96.65450286865234, iso='US')
Aeropuerto(id='27MO', nombre='small_airport', latitud=37.19390106201172, longitud=-94.22419738769531, iso='US')
Aeropuerto(id='27MT', nombre='small_airport', latitud=48.3218994140625, longitud=-114.3270034790039, iso='US')
Aeropuerto(id='27NC', nombre='heliport', latitud=33.95069885253906, longitud=-78.02439880371094, iso='US')
Aeropuerto(id='27NE', nombre='small_airport', latitud=40.722801208496094, longitud=-101.7959976196289, iso='US')
Aeropuerto(id='27NH', nombre='heliport', latitud=43.673972, longitud=-72.206472, iso='US')
Aeropuerto(id='27NJ', nombre='heliport', latitud=39.748199462890625, longitud=-75.12799835205078, iso='US')
Aeropuerto(id='27NK', nombre='small_airport', latitud=43.113317, longitud=-75.044467, iso='US')
Aeropuerto(id='27NY', nombre='heliport', latitud=41.621498107910156, longitud=-74.24240112304688, iso='US')
Aeropuerto(id='27OH', nombre='small_airport', latitud=40.94670104980469, longitud=-83.67990112304688, iso='US')
Aeropuerto(id='27OI', nombre='closed', latitud=41.410301, longitud=-81.284302, iso='US')
Aeropuerto(id='27OK', nombre='small_airport', latitud=36.7422981262207, longitud=-96.96389770507812, iso='US')
Aeropuerto(id='27OR', nombre='heliport', latitud=44.6531982421875, longitud=-124.06099700927734, iso='US')
Aeropuerto(id='27PA', nombre='heliport', latitud=40.65140151977539, longitud=-78.82720184326172, iso='US')
Aeropuerto(id='27PN', nombre='small_airport', latitud=40.68119812011719, longitud=-77.16190338134766, iso='US')
Aeropuerto(id='27SC', nombre='heliport', latitud=34.229400634765625, longitud=-80.68219757080078, iso='US')
Aeropuerto(id='27SD', nombre='heliport', latitud=44.295501708984375, longitud=-97.55259704589844, iso='US')
Aeropuerto(id='27TA', nombre='heliport', latitud=32.343101501464844, longitud=-95.19709777832031, iso='US')
Aeropuerto(id='27TE', nombre='heliport', latitud=31.791117, longitud=-106.263583, iso='US')
Aeropuerto(id='27TN', nombre='heliport', latitud=35.2494010925293, longitud=-90.01580047607422, iso='US')
Aeropuerto(id='27TS', nombre='heliport', latitud=33.0181999206543, longitud=-96.50689697265625, iso='US')
Aeropuerto(id='27TX', nombre='heliport', latitud=29.741899490356445, longitud=-95.48470306396484, iso='US')
Aeropuerto(id='27VA', nombre='heliport', latitud=38.76580047607422, longitud=-77.48780059814453, iso='US')
Aeropuerto(id='27W', nombre='small_airport', latitud=47.819400787353516, longitud=-120.72000122070312, iso='US')
Aeropuerto(id='27WA', nombre='small_airport', latitud=48.32509994506836, longitud=-122.31600189208984, iso='US')
Aeropuerto(id='27WI', nombre='small_airport', latitud=44.807701110839844, longitud=-92.71379852294922, iso='US')
Aeropuerto(id='27WV', nombre='small_airport', latitud=38.4788193, longitud=-81.8036944, iso='US')
Aeropuerto(id='27XA', nombre='small_airport', latitud=32.979389, longitud=-97.889917, iso='US')
Aeropuerto(id='27XS', nombre='small_airport', latitud=29.837999, longitud=-95.94981, iso='US')
Aeropuerto(id='28A', nombre='small_airport', latitud=35.12099838256836, longitud=-80.5873031616211, iso='US')
Aeropuerto(id='28AK', nombre='small_airport', latitud=61.808899, longitud=-147.858993, iso='US')
Aeropuerto(id='28AL', nombre='closed', latitud=33.862597, longitud=-86.120696, iso='US')
Aeropuerto(id='28AR', nombre='small_airport', latitud=35.83330154418945, longitud=-91.43329620361328, iso='US')
Aeropuerto(id='28AZ', nombre='small_airport', latitud=33.922798156738, longitud=-113.18099975586, iso='US')
Aeropuerto(id='28CA', nombre='small_airport', latitud=36.962398529052734, longitud=-120.62999725341797, iso='US')
Aeropuerto(id='28CL', nombre='heliport', latitud=35.0304985046, longitud=-117.708000183, iso='US')
Aeropuerto(id='28CN', nombre='heliport', latitud=35.38359832763672, longitud=-119.0199966430664, iso='US')
Aeropuerto(id='28CO', nombre='heliport', latitud=39.117801666259766, longitud=-108.53900146484375, iso='US')
Aeropuerto(id='28FA', nombre='heliport', latitud=26.278400421142578, longitud=-80.12200164794922, iso='US')
Aeropuerto(id='28FD', nombre='heliport', latitud=30.787099838256836, longitud=-85.24099731445312, iso='US')
Aeropuerto(id='28FL', nombre='small_airport', latitud=29.4419002532959, longitud=-81.58309936523438, iso='US')
Aeropuerto(id='28GA', nombre='heliport', latitud=33.2681999206543, longitud=-82.9718017578125, iso='US')
Aeropuerto(id='28II', nombre='small_airport', latitud=37.974700927734375, longitud=-86.05619812011719, iso='US')
Aeropuerto(id='28IL', nombre='small_airport', latitud=42.097198486328125, longitud=-89.41929626464844, iso='US')
Aeropuerto(id='28IN', nombre='small_airport', latitud=38.63779830932617, longitud=-87.43470001220703, iso='US')
Aeropuerto(id='28IS', nombre='small_airport', latitud=39.194801330566406, longitud=-89.31179809570312, iso='US')
Aeropuerto(id='28KS', nombre='small_airport', latitud=38.54249954223633, longitud=-95.15609741210938, iso='US')
Aeropuerto(id='28KY', nombre='small_airport', latitud=36.57590103149414, longitud=-88.31340026855469, iso='US')
Aeropuerto(id='28LA', nombre='heliport', latitud=30.7833003998, longitud=-89.91670227050001, iso='US')
Aeropuerto(id='28LL', nombre='small_airport', latitud=39.46030044555664, longitud=-88.86840057373047, iso='US')
Aeropuerto(id='28LS', nombre='heliport', latitud=30.169200897216797, longitud=-92.0625, iso='US')
Aeropuerto(id='28M', nombre='small_airport', latitud=42.02510070800781, longitud=-70.83809661865234, iso='US')
Aeropuerto(id='28MA', nombre='small_airport', latitud=42.07979965209961, longitud=-72.81809997558594, iso='US')
Aeropuerto(id='28MD', nombre='heliport', latitud=38.908774, longitud=-76.866934, iso='US')
Aeropuerto(id='28MI', nombre='small_airport', latitud=44.8744010925293, longitud=-85.7926025390625, iso='US')
Aeropuerto(id='28MN', nombre='seaplane_base', latitud=44.963600158691406, longitud=-93.62249755859375, iso='US')
Aeropuerto(id='28MO', nombre='small_airport', latitud=37.973899841308594, longitud=-93.81880187988281, iso='US')
Aeropuerto(id='28MT', nombre='small_airport', latitud=46.953556, longitud=-112.748083, iso='US')
Aeropuerto(id='28N', nombre='small_airport', latitud=39.537601470947266, longitud=-74.96630096435547, iso='US')
Aeropuerto(id='28NC', nombre='balloonport', latitud=35.9557991027832, longitud=-79.81890106201172, iso='US')
Aeropuerto(id='28NE', nombre='small_airport', latitud=42.44169998168945, longitud=-97.29669952392578, iso='US')
Aeropuerto(id='28NH', nombre='heliport', latitud=42.9369010925293, longitud=-71.66950225830078, iso='US')
Aeropuerto(id='28NK', nombre='small_airport', latitud=44.186944, longitud=-76.076389, iso='US')
Aeropuerto(id='28NR', nombre='small_airport', latitud=35.3475, longitud=-81.995001, iso='US')
Aeropuerto(id='28NY', nombre='small_airport', latitud=42.308333, longitud=-79.225, iso='US')
Aeropuerto(id='28OH', nombre='small_airport', latitud=41.703399658203125, longitud=-84.00270080566406, iso='US')
Aeropuerto(id='28OI', nombre='heliport', latitud=39.98059844970703, longitud=-82.84159851074219, iso='US')
Aeropuerto(id='28OK', nombre='small_airport', latitud=35.50279998779297, longitud=-98.04060363769531, iso='US')
Aeropuerto(id='28OR', nombre='small_airport', latitud=45.479000091552734, longitud=-122.23400115966797, iso='US')
Aeropuerto(id='28PA', nombre='small_airport', latitud=40.25120162963867, longitud=-75.44550323486328, iso='US')
Aeropuerto(id='28PN', nombre='heliport', latitud=40.25979995727539, longitud=-76.90969848632812, iso='US')
Aeropuerto(id='28PR', nombre='heliport', latitud=18.108699798583984, longitud=-67.03939819335938, iso='PR')
Aeropuerto(id='28TA', nombre='small_airport', latitud=27.83359909, longitud=-98.71700287, iso='US')
Aeropuerto(id='28TE', nombre='small_airport', latitud=29.268299102783203, longitud=-98.33699798583984, iso='US')
Aeropuerto(id='28TN', nombre='heliport', latitud=35.12670135498047, longitud=-89.86190032958984, iso='US')
Aeropuerto(id='28TS', nombre='small_airport', latitud=32.90480041503906, longitud=-97.59500122070312, iso='US')
Aeropuerto(id='28TX', nombre='small_airport', latitud=34.085899353027344, longitud=-99.4551010131836, iso='US')
Aeropuerto(id='28U', nombre='small_airport', latitud=43.42490005493164, longitud=-117.34500122070312, iso='US')
Aeropuerto(id='28VA', nombre='heliport', latitud=37.18479919433594, longitud=-80.52559661865234, iso='US')
Aeropuerto(id='28WA', nombre='small_airport', latitud=45.73040008544922, longitud=-122.73500061035156, iso='US')
Aeropuerto(id='28WI', nombre='small_airport', latitud=44.60409927368164, longitud=-92.04660034179688, iso='US')
Aeropuerto(id='28XA', nombre='heliport', latitud=27.606717, longitud=-99.479453, iso='US')
Aeropuerto(id='28XS', nombre='small_airport', latitud=32.645999908447266, longitud=-96.32530212402344, iso='US')
Aeropuerto(id='29A', nombre='seaplane_base', latitud=61.6288986206, longitud=-149.617996216, iso='US')
Aeropuerto(id='29AK', nombre='small_airport', latitud=64.04959869384766, longitud=-145.41900634765625, iso='US')
Aeropuerto(id='29AR', nombre='heliport', latitud=35.252507, longitud=-91.697333, iso='US')
Aeropuerto(id='29AZ', nombre='small_airport', latitud=32.905601501464844, longitud=-112.9000015258789, iso='US')
Aeropuerto(id='29C', nombre='small_airport', latitud=44.04779815673828, longitud=-82.91419982910156, iso='US')
Aeropuerto(id='29CA', nombre='heliport', latitud=33.25590133666992, longitud=-116.4540023803711, iso='US')
Aeropuerto(id='29CL', nombre='heliport', latitud=34.097308, longitud=-118.288617, iso='US')
Aeropuerto(id='29CN', nombre='small_airport', latitud=38.84989929199219, longitud=-120.83399963378906, iso='US')
Aeropuerto(id='29CO', nombre='heliport', latitud=39.089815, longitud=-108.562855, iso='US')
Aeropuerto(id='29F', nombre='small_airport', latitud=34.39590072631836, longitud=-101.76699829101562, iso='US')
Aeropuerto(id='29FA', nombre='seaplane_base', latitud=26.635000228881836, longitud=-81.875, iso='US')
Aeropuerto(id='29FD', nombre='heliport', latitud=30.570499420166016, longitud=-84.54989624023438, iso='US')
Aeropuerto(id='29FL', nombre='heliport', latitud=29.201400756835938, longitud=-81.05390167236328, iso='US')
Aeropuerto(id='29GA', nombre='small_airport', latitud=33.384300231933594, longitud=-84.63189697265625, iso='US')
Aeropuerto(id='29II', nombre='small_airport', latitud=41.6598014831543, longitud=-86.80750274658203, iso='US')
Aeropuerto(id='29IL', nombre='heliport', latitud=40.311100006103516, longitud=-88.95110321044922, iso='US')
Aeropuerto(id='29IN', nombre='small_airport', latitud=41.07590103149414, longitud=-85.38610076904297, iso='US')
Aeropuerto(id='29IS', nombre='heliport', latitud=40.75749969482422, longitud=-88.51339721679688, iso='US')
Aeropuerto(id='29KS', nombre='closed', latitud=38.4828, longitud=-97.011398, iso='US')
Aeropuerto(id='29KY', nombre='small_airport', latitud=36.89310073852539, longitud=-87.42720031738281, iso='US')
Aeropuerto(id='29LA', nombre='heliport', latitud=30.404399871826172, longitud=-91.10449981689453, iso='US')
Aeropuerto(id='29LL', nombre='heliport', latitud=38.33919906616211, longitud=-90.1624984741211, iso='US')
Aeropuerto(id='29LS', nombre='seaplane_base', latitud=30.207801, longitud=-93.265298, iso='US')
Aeropuerto(id='29MA', nombre='heliport', latitud=42.201499938964844, longitud=-72.59809875488281, iso='US')
Aeropuerto(id='29MD', nombre='small_airport', latitud=39.36280059814453, longitud=-75.81279754638672, iso='US')
Aeropuerto(id='29ME', nombre='seaplane_base', latitud=44.448, longitud=-69.530333, iso='US')
Aeropuerto(id='29MI', nombre='small_airport', latitud=42.599998474121094, longitud=-84.44999694824219, iso='US')
Aeropuerto(id='29MN', nombre='small_airport', latitud=46.02830123901367, longitud=-96.36280059814453, iso='US')
Aeropuerto(id='29MO', nombre='small_airport', latitud=39.350799560546875, longitud=-94.51860046386719, iso='US')
Aeropuerto(id='29MT', nombre='small_airport', latitud=47.73889923095703, longitud=-115.50299835205078, iso='US')
Aeropuerto(id='29N', nombre='small_airport', latitud=39.52399826049805, longitud=-75.04630279541016, iso='US')
Aeropuerto(id='29NC', nombre='closed', latitud=35.311698913574, longitud=-81.625297546387, iso='US')
Aeropuerto(id='29NE', nombre='small_airport', latitud=40.76110076904297, longitud=-101.18099975585938, iso='US')
Aeropuerto(id='29NH', nombre='heliport', latitud=42.88840103149414, longitud=-71.73780059814453, iso='US')
Aeropuerto(id='29NJ', nombre='heliport', latitud=39.483979848, longitud=-74.8808383942, iso='US')
Aeropuerto(id='29NY', nombre='heliport', latitud=44.088, longitud=-76.269167, iso='US')
Aeropuerto(id='29OH', nombre='small_airport', latitud=40.6864013671875, longitud=-81.30259704589844, iso='US')
Aeropuerto(id='29OI', nombre='heliport', latitud=41.81700134277344, longitud=-81.06900024414062, iso='US')
Aeropuerto(id='29OK', nombre='closed', latitud=36.299999, longitud=-97.317002, iso='US')
Aeropuerto(id='29OR', nombre='closed', latitud=45.031799, longitud=-122.957002, iso='US')
Aeropuerto(id='29PA', nombre='closed', latitud=40.556801, longitud=-75.643204, iso='US')
Aeropuerto(id='29PN', nombre='heliport', latitud=42.11169815, longitud=-80.08010101, iso='US')
Aeropuerto(id='29RI', nombre='heliport', latitud=41.542198181152344, longitud=-71.23609924316406, iso='US')
Aeropuerto(id='29SC', nombre='small_airport', latitud=32.90140151977539, longitud=-80.85359954833984, iso='US')
Aeropuerto(id='29TA', nombre='small_airport', latitud=33.873053, longitud=-98.645906, iso='US')
Aeropuerto(id='29TE', nombre='heliport', latitud=29.5585994720459, longitud=-95.28079986572266, iso='US')
Aeropuerto(id='29TN', nombre='heliport', latitud=35.62015, longitud=-85.190875, iso='US')
Aeropuerto(id='29TS', nombre='heliport', latitud=29.728599548339844, longitud=-95.59439849853516, iso='US')
Aeropuerto(id='29TX', nombre='small_airport', latitud=34.09450149536133, longitud=-99.3656005859375, iso='US')
Aeropuerto(id='29VA', nombre='small_airport', latitud=38.529300689697266, longitud=-77.73889923095703, iso='US')
Aeropuerto(id='29VT', nombre='seaplane_base', latitud=44.756389, longitud=-73.266667, iso='US')
Aeropuerto(id='29WA', nombre='heliport', latitud=47.26169967651367, longitud=-122.43599700927734, iso='US')
Aeropuerto(id='29WI', nombre='small_airport', latitud=44.325500488299994, longitud=-90.02739715579999, iso='US')
Aeropuerto(id='29XA', nombre='heliport', latitud=29.673581, longitud=-97.654828, iso='US')
Aeropuerto(id='29XS', nombre='heliport', latitud=31.1830997467041, longitud=-94.78060150146484, iso='US')
Aeropuerto(id='2A4', nombre='seaplane_base', latitud=66.89929962158203, longitud=-151.4720001220703, iso='US')
Aeropuerto(id='2A7', nombre='heliport', latitud=39.959800720214844, longitud=-83.04409790039062, iso='US')
Aeropuerto(id='2A8', nombre='small_airport', latitud=34.217038, longitud=-87.158353, iso='US')
Aeropuerto(id='2AK', nombre='small_airport', latitud=61.3591003418, longitud=-155.440002441, iso='US')
Aeropuerto(id='2AK0', nombre='small_airport', latitud=61.2559013367, longitud=-149.975006104, iso='US')
Aeropuerto(id='2AK1', nombre='small_airport', latitud=64.36370086669922, longitud=-147.36399841308594, iso='US')
Aeropuerto(id='2AK2', nombre='small_airport', latitud=64.45349884033203, longitud=-147.56300354003906, iso='US')
Aeropuerto(id='2AK3', nombre='heliport', latitud=57.26990127559999, longitud=-133.630996704, iso='US')
Aeropuerto(id='2AK4', nombre='small_airport', latitud=59.470001, longitud=-151.51199, iso='US')
Aeropuerto(id='2AK5', nombre='small_airport', latitud=60.4817008972, longitud=-146.583999634, iso='US')
Aeropuerto(id='2AK6', nombre='small_airport', latitud=66.2161026, longitud=-155.6690063, iso='US')
Aeropuerto(id='2AK7', nombre='small_airport', latitud=62.30739974975586, longitud=-149.7519989013672, iso='US')
Aeropuerto(id='2AK8', nombre='small_airport', latitud=70.2925033569336, longitud=-161.9029998779297, iso='US')
Aeropuerto(id='2AK9', nombre='small_airport', latitud=65.67350006103516, longitud=-162.46400451660156, iso='US')
Aeropuerto(id='2AL0', nombre='closed', latitud=32.351799, longitud=-87.545602, iso='US')
Aeropuerto(id='2AL1', nombre='small_airport', latitud=30.424100875854492, longitud=-87.77780151367188, iso='US')
Aeropuerto(id='2AL2', nombre='heliport', latitud=33.15729904174805, longitud=-85.38880157470703, iso='US')
Aeropuerto(id='2AL3', nombre='small_airport', latitud=32.45539855957031, longitud=-86.11920166015625, iso='US')
Aeropuerto(id='2AL4', nombre='heliport', latitud=30.431101, longitud=-88.179199, iso='US')
Aeropuerto(id='2AL5', nombre='small_airport', latitud=34.392799377441406, longitud=-85.66500091552734, iso='US')
Aeropuerto(id='2AL6', nombre='small_airport', latitud=30.491981, longitud=-88.197307, iso='US')
Aeropuerto(id='2AL7', nombre='small_airport', latitud=34.062801361083984, longitud=-86.72309875488281, iso='US')
Aeropuerto(id='2AL8', nombre='small_airport', latitud=32.42110061645508, longitud=-85.24810028076172, iso='US')
Aeropuerto(id='2AN2', nombre='heliport', latitud=33.027222, longitud=-112.085278, iso='US')
Aeropuerto(id='2AR0', nombre='small_airport', latitud=34.868099212646484, longitud=-91.97429656982422, iso='US')
Aeropuerto(id='2AR1', nombre='closed', latitud=36.292099, longitud=-94.095299, iso='US')
Aeropuerto(id='2AR2', nombre='small_airport', latitud=36.015201568603516, longitud=-91.79660034179688, iso='US')
Aeropuerto(id='2AR3', nombre='heliport', latitud=35.856201171875, longitud=-92.08290100097656, iso='US')
Aeropuerto(id='2AR4', nombre='small_airport', latitud=35.67070007324219, longitud=-90.52780151367188, iso='US')
Aeropuerto(id='2AR5', nombre='small_airport', latitud=36.38309860229492, longitud=-94.29389953613281, iso='US')
Aeropuerto(id='2AR6', nombre='small_airport', latitud=33.88180160522461, longitud=-93.92849731445312, iso='US')
Aeropuerto(id='2AR7', nombre='small_airport', latitud=33.849098205566406, longitud=-93.4791030883789, iso='US')
Aeropuerto(id='2AR8', nombre='closed', latitud=36.352798, longitud=-94.333097, iso='US')
Aeropuerto(id='2AR9', nombre='heliport', latitud=36.45500183105469, longitud=-93.71939849853516, iso='US')
Aeropuerto(id='2AZ0', nombre='heliport', latitud=33.45000076293945, longitud=-111.9800033569336, iso='US')
Aeropuerto(id='2AZ1', nombre='small_airport', latitud=33.75920104980469, longitud=-113.61499786376953, iso='US')
Aeropuerto(id='2AZ2', nombre='heliport', latitud=33.568599700927734, longitud=-112.22799682617188, iso='US')
Aeropuerto(id='2AZ3', nombre='small_airport', latitud=33.61280059814453, longitud=-112.33499908447266, iso='US')
Aeropuerto(id='2AZ4', nombre='small_airport', latitud=33.0536994934082, longitud=-112.14600372314453, iso='US')
Aeropuerto(id='2AZ5', nombre='small_airport', latitud=32.88639831542969, longitud=-112.12999725341797, iso='US')
Aeropuerto(id='2AZ6', nombre='heliport', latitud=32.410400390625, longitud=-110.94200134277344, iso='US')
Aeropuerto(id='2AZ7', nombre='small_airport', latitud=33.6842002869, longitud=-112.164001465, iso='US')
Aeropuerto(id='2AZ8', nombre='small_airport', latitud=31.614500045776367, longitud=-111.03600311279297, iso='US')
Aeropuerto(id='2AZ9', nombre='small_airport', latitud=31.6023006439209, longitud=-109.6510009765625, iso='US')
Aeropuerto(id='2B1', nombre='small_airport', latitud=41.685298919677734, longitud=-70.40229797363281, iso='US')
